"224.9865 , 136.986 , 161.976","196.9875 , 87.975 , 122.9865","176.9955 , 96.9765 , 121.074","156.978 , 28.9935 , 83.997","124.9755 , 61.9905 , 78.999","125.9955 , 11.985 , 69.9975","82.977 , 37.995 , 60.996","178.9845 , 138.975 , 183.9825","143.9985 , 90.984 , 168.9885","139.995 , 95.982 , 146.982","100.98 , 43.9875 , 124.9755","93.993 , 66.9885 , 99.9855","67.983 , 15.9885 , 89.9895","51.9945 , 31.977 , 59.976","151.98 , 150.9855 , 192.984","113.985 , 113.985 , 201.9855","113.985 , 107.9925 , 146.982","57.987 , 49.98 , 158.9925","78.999 , 72.981 , 108.987","38.9895 , 29.988 , 110.976","23.9955 , 22.9755 , 57.987","134.997 , 162.996 , 201.9855","66.9885 , 122.9865 , 196.9875","95.982 , 122.9865 , 167.994","12.9795 , 79.9935 , 162.996","63.9795 , 89.9895 , 122.9865","2.9835 , 44.982 , 136.986","3.978 , 32.997 , 64.9995","115.9995 , 183.9825 , 195.993","51 , 148.9965 , 183.9825","88.995 , 145.9875 , 162.996","2.9835 , 82.977 , 154.989","47.991 , 40.9785 , 116.994","3.978 , 64.9995 , 111.996","9.996 , 56.9925 , 76.9845","141.984 , 207.978 , 193.9785","65.994 , 167.994 , 154.989","104.9835 , 168.9885 , 153","8.976 , 110.976 , 121.992","54.978 , 116.994 , 103.989","3.978 , 78.999 , 73.9755","10.9905 , 59.976 , 56.9925","163.9905 , 226.9755 , 172.992","95.982 , 193.9785 , 110.976","131.988 , 179.979 , 127.9845","64.9995 , 161.976 , 68.9775","72.981 , 127.9845 , 85.986","32.997 , 116.994 , 39.984","22.9755 , 61.9905 , 31.977","216.9795 , 226.9755 , 106.998","197.982 , 221.9775 , 36.975","174.981 , 190.995 , 90.984","170.9775 , 201.9855 , 1.989","132.9825 , 147.9765 , 42.993","117.9885 , 142.9785 , 0.9945","68.9775 , 85.986 , 7.9815","251.991 , 236.997 , 119.9775","252.9855 , 221.9775 , 42.993","211.9815 , 190.995 , 81.9825","244.9785 , 208.998 , 0.9945","175.9755 , 151.98 , 45.9765","170.9775 , 143.9985 , 2.9835","104.9835 , 90.984 , 20.9865","250.9965 , 200.991 , 141.984","251.991 , 166.9995 , 40.9785","228.99 , 154.989 , 91.9785","255 , 143.9985 , 0","174.981 , 120.9975 , 60.996","172.992 , 100.98 , 1.989","118.983 , 69.9975 , 11.985","250.9965 , 175.9755 , 153","251.991 , 112.9905 , 46.9965","230.979 , 126.99 , 114.9795","232.9935 , 52.989 , 6.987","162.996 , 87.975 , 57.987","165.9795 , 26.979 , 1.989","120.9975 , 41.9985 , 24.99","246.993 , 153.9945 , 161.976","226.9755 , 97.9965 , 100.98","210.987 , 121.992 , 125.9955","218.994 , 11.985 , 39.984","150.9855 , 72.981 , 75.99","155.9835 , 8.976 , 26.979","89.9895 , 29.988 , 31.977","1.989 , 3.978 , 0.9945","41.9985 , 48.9855 , 40.9785","89.9895 , 95.982 , 81.9825","93.993 , 99.9855 , 85.986","126.99 , 130.9935 , 116.994","157.998 , 161.976 , 147.9765","180.999 , 186.9915 , 172.992","216.9795 , 218.994 , 205.989","246.993 , 247.9875 , 241.995"
5.36666666666667,5.85714285714286,5.525,6.21428571428571,5.92,6.32352941176471,6.35714285714286,5.13888888888889,5.25,6.25,4.78125,5.9375,6.5625,6.41666666666667,5.30769230769231,5.5,5.15384615384615,6.375,5.77777777777778,6.13888888888889,5.89473684210526,4.09375,5.5,4.96666666666667,5.55263157894737,6.21875,6.09375,5.8,5.26666666666667,6.25,5.34210526315789,5.90625,6.28571428571429,6,5.11111111111111,4.46428571428571,5.36363636363636,5,5,5.66666666666667,6.275,5.83333333333333,4.86111111111111,6.17391304347826,4.66666666666667,5.72727272727273,5.88095238095238,6.29545454545455,6.17857142857143,4.75,5.64285714285714,4.95833333333333,6.23333333333333,6.22727272727273,5.55,5.75,3.96153846153846,4.61538461538461,4.65,5.86111111111111,5.6875,5.77272727272727,5.45,3.63333333333333,6.43333333333333,5.23076923076923,6.27777777777778,6.375,5.78125,6.65625,4.61538461538461,5.92307692307692,5.94117647058824,6.69230769230769,6.28947368421053,6.375,6.125,4.82352941176471,5.7,4.78571428571429,6.03571428571429,6.02941176470588,6.23076923076923,6.26470588235294,6.43333333333333,6.17647058823529,6.04166666666667,5.28571428571429,3.32142857142857,2.4,1.75,0.69047619047619,0.25
5.03333333333333,5.52631578947368,6.14285714285714,6.17647058823529,5.59523809523809,6.29166666666667,5.59090909090909,4.91666666666667,5.2,4.35294117647059,6.13888888888889,5.54166666666667,5.82142857142857,6,3.7,5,4.26923076923077,6.13157894736842,5.32608695652174,4.97368421052632,5.67857142857143,3.72727272727273,5.40909090909091,4.19642857142857,5.71875,4.525,6.21428571428571,5.5,4.64,5.09523809523809,5.46666666666667,5.58695652173913,6.425,5.19230769230769,4.7,4.17857142857143,5.29411764705882,4.71428571428571,5.36111111111111,5.61363636363636,5.90476190476191,5.825,4.10526315789474,5.15,3.875,5.40909090909091,5.5,5.67857142857143,5.27777777777778,4.07142857142857,5.52173913043478,3.85714285714286,4.725,5.46666666666667,5,5.02173913043478,3.84615384615385,5.06521739130435,4.475,5.07894736842105,5.36111111111111,5.26470588235294,5.08823529411765,3.63636363636364,4.73076923076923,5.61538461538461,5.71428571428571,4.6,5.52272727272727,5.32352941176471,4.65909090909091,5.85714285714286,5.02272727272727,6.21052631578947,6.07142857142857,6.66666666666667,5.9375,4.7,5.05,5.35294117647059,6.46153846153846,5.36363636363636,6.4375,6.17857142857143,6.20588235294118,5.6875,4.02631578947368,3.83333333333333,2.23076923076923,1.375,1.25,0.2,NA
5.125,5.11764705882353,4.71052631578947,5.52,5.46428571428571,5.88235294117647,5.375,5.03571428571429,6.375,5.1,5.34615384615385,5.4,5.2,6,3.9,4.56818181818182,4.4375,5.59375,5.5,5.11111111111111,4.5,4.61538461538461,5.23529411764706,5.13157894736842,4.75,4.0625,5.6875,4.95238095238095,3.94444444444444,4.83333333333333,4.2,5.03333333333333,5.31818181818182,5.11363636363636,4.95,3.35714285714286,3.97727272727273,3.53571428571429,3.8,4.675,4.09523809523809,3.83333333333333,3.65625,4.34090909090909,3.5,4.59375,4.02777777777778,4.54166666666667,4.0625,4.63333333333333,4.68421052631579,4.02173913043478,5.05,4.05555555555556,3.5,3.95833333333333,4.91176470588235,5.32,4.11111111111111,4.65625,4.80434782608696,4.5,4.75,3.475,6.02941176470588,5.04761904761905,5.82,5.56521739130435,5.90625,5.96428571428571,4.65,6.5,5.47058823529412,6.18421052631579,4.20833333333333,5.57142857142857,5.76923076923077,5.375,5.35,4.80769230769231,6.35,5,6.27777777777778,5.91666666666667,5.5,4.125,2.96666666666667,3.26923076923077,2.91304347826087,0.537037037037037,0.464285714285714,NA,NA
4.86666666666667,5.45,5.1,5.93478260869565,5.42857142857143,5.45652173913043,6.125,4.11363636363636,5.57142857142857,4.96153846153846,5.52272727272727,5.06666666666667,5.35294117647059,5.46666666666667,4.11363636363636,5.76923076923077,4.53571428571429,5.53125,4.52631578947368,5.44736842105263,5.75,3.73913043478261,5.85714285714286,5.11111111111111,5.58823529411765,4.63333333333333,5.67647058823529,4.34375,4.7,5.54,3.96153846153846,5.9375,5.23076923076923,5.29166666666667,4.65789473684211,4.34375,4.44117647058824,4.07142857142857,3.825,3.58823529411765,4.71428571428571,3.63888888888889,3.41666666666667,4.25,3.15384615384615,4,3.25,4.18421052631579,5.13888888888889,4,4.84375,3.66666666666667,4.21875,4.46666666666667,4.52631578947368,4.06666666666667,4.25,5.28571428571429,4.28571428571429,5.04761904761905,4.46153846153846,5.125,4.03125,4.825,5.6875,5.76470588235294,5.78125,5,5.7,5.70833333333333,4.41176470588235,5.88235294117647,5.03333333333333,6,5.30434782608696,6.34782608695652,6.42307692307692,5.29411764705882,5.47368421052632,4.95652173913043,6.2037037037037,5.5,6.40625,5.675,5,3.26190476190476,2.84090909090909,2.54166666666667,2.23529411764706,0.357142857142857,NA,NA,NA
5.58333333333333,5.5,5.21875,6.34375,5.66666666666667,5.76086956521739,5.44736842105263,4.73684210526316,5.43181818181818,5.04347826086957,5.78260869565217,5.625,6.19230769230769,5.61764705882353,4.875,5.83333333333333,4.83333333333333,5.13333333333333,5.07894736842105,5.75,5.88888888888889,4.57142857142857,5.1,4.17857142857143,5.75862068965517,4.84782608695652,5.70833333333333,5.70588235294118,4.66666666666667,5.25,4.97058823529412,5.07692307692308,5.02941176470588,5.59375,4.55555555555556,4.125,4.13636363636364,4.02380952380952,4.60714285714286,3.42307692307692,3.78571428571429,4.03846153846154,3.43181818181818,3.7,2.79411764705882,3.67647058823529,3.61538461538462,4.15625,3.75,4.42857142857143,4.425,3.96428571428571,3.34615384615385,3.21428571428571,3.11538461538462,4.25,3.78571428571429,4.73333333333333,4.19565217391304,4.73333333333333,4.52941176470588,4.46428571428571,3.71428571428571,4.4375,5.56666666666667,4.75,5.35294117647059,3.96666666666667,4.41666666666667,4.69444444444444,5.1,6.07142857142857,6.0625,6.16666666666667,4.5,6,5.8,5.5,6.13636363636364,5.36363636363636,5.79166666666667,5.575,5.67647058823529,5.75,5.31818181818182,3.55882352941176,2.26315789473684,2.15625,0.407407407407407,NA,NA,NA,NA
5.97222222222222,6.16666666666667,4.84615384615385,5.28125,5.38888888888889,5.95454545454545,5.6,5.58333333333333,5.36111111111111,4.96875,5.88235294117647,4.6,5.77272727272727,5.39285714285714,5.36666666666667,5.34210526315789,4.52777777777778,5.25,4.5,4.86842105263158,4.38461538461539,4.76923076923077,5.40625,4.65,4.94117647058824,4.03571428571429,5.45238095238095,4.39473684210526,4.35714285714286,5.69230769230769,4.54545454545455,4.64285714285714,5.11764705882353,4.84615384615385,3.86842105263158,4.3,3.89285714285714,3.90625,4.34615384615385,3.40909090909091,3.14814814814815,3.13888888888889,3.36666666666667,2.975,3.07692307692308,3.44117647058824,2.86111111111111,3.5,3.05882352941176,3.64705882352941,4.875,3.55,3.82142857142857,3.125,2.25,2.70833333333333,5.33333333333333,5.23076923076923,5.0625,6.25,4.08333333333333,4.78571428571429,3.47368421052632,5.66666666666667,5.3695652173913,5.2,5.89285714285714,5.42857142857143,4.83333333333333,5.08695652173913,5.88888888888889,6.3,6.13333333333333,6.35294117647059,5.25,6.0625,5.5,5.03846153846154,5.78571428571429,5.23809523809524,6.17647058823529,4.3125,6.1875,5.33333333333333,4.02173913043478,2.55555555555556,0.275,0.411764705882353,NA,NA,NA,NA,NA
5.15,5.65625,5.3695652173913,5.65625,5.42857142857143,5.58333333333333,5.01923076923077,5.71052631578947,5.08695652173913,5.47727272727273,5,5.15789473684211,5.04761904761905,4.69230769230769,4.63333333333333,5.125,5.03333333333333,5.41176470588235,4.64705882352941,4.71875,4.71875,4.90909090909091,5.17857142857143,4.08333333333333,5.11538461538461,5,5.13333333333333,4.25,4.84210526315789,5.32692307692308,4.67857142857143,4.8,5.275,4.42857142857143,4.5,4.5,3.81578947368421,3.44444444444444,4.17647058823529,3.3695652173913,3.5625,3.15625,2.85294117647059,3.92307692307692,2.93333333333333,3.19444444444444,2.78947368421053,3.05882352941176,2.88235294117647,3.55882352941176,4.17647058823529,3.05769230769231,4.10526315789474,3.0625,3.5,2.6,5.5,5.52777777777778,3.78571428571429,4.78571428571429,4.42857142857143,4.575,3.775,5.32608695652174,5.63157894736842,5.6,5.94736842105263,4.5,4.97222222222222,4.42307692307692,5.57142857142857,6.10526315789474,5.725,6.58823529411765,4.76923076923077,6.19444444444444,6.14705882352941,5.46666666666667,5,5.58333333333333,5.57142857142857,5.07692307692308,6.3125,5.23529411764706,3.53846153846154,2.26470588235294,1.10526315789474,NA,NA,NA,NA,NA,NA
6.625,6.06666666666667,5.58333333333333,5.75,5.94117647058824,5.1,3.78125,6.03571428571429,6.40625,5.76666666666667,5.5,4.82142857142857,4.81578947368421,2.63888888888889,5.79411764705882,5.58333333333333,5.28571428571429,4.89285714285714,4.5,4.45238095238095,2.4047619047619,4.86363636363636,5.4,4.41304347826087,5.09375,3.84615384615385,3.9047619047619,2.41176470588235,5.38461538461539,5.125,4.9375,4.55555555555556,4.15789473684211,4.125,3.23529411764706,4.55882352941176,4.26923076923077,4.25862068965517,3.95833333333333,3.15,2.6,2.22222222222222,4.0625,3.81578947368421,4.31578947368421,4.27272727272727,3.34615384615385,3.5,2.90625,5.32142857142857,4.89285714285714,4.20833333333333,4.19230769230769,4.15384615384615,3.57142857142857,2.58823529411765,5.39285714285714,5.525,5.90625,6.09375,5.88888888888889,5.23333333333333,4.25,5.69444444444444,6.32352941176471,6.1875,6.27777777777778,5.875,5.85714285714286,4.83333333333333,6.16666666666667,6.28571428571429,6.36666666666667,6.08333333333333,5.0625,6.26666666666667,5.22727272727273,6.46875,6.07142857142857,5.83333333333333,6.03571428571429,5.14814814814815,6.28571428571429,5.375,1.96666666666667,0.525,NA,NA,NA,NA,NA,NA,NA
6.23076923076923,6.26086956521739,6,6.11111111111111,5.97058823529412,5.43333333333333,4.02941176470588,6.30769230769231,5.92307692307692,5.68181818181818,5.40384615384615,5.5,5.27272727272727,3.91666666666667,6.55882352941176,5.4,5.03846153846154,5.7,5.07142857142857,4.83333333333333,2,6.15625,6,6.08333333333333,5.31818181818182,4.54347826086957,4.92307692307692,4,5.95454545454545,6,6.33333333333333,5.63888888888889,3.80555555555556,5.16666666666667,3.65,6.10714285714286,6.30434782608696,6.69444444444444,5.05555555555556,5.97619047619048,4.73529411764706,4.02941176470588,5.84782608695652,6.18518518518519,6.06521739130435,6.17647058823529,4.9375,5.71428571428571,4.75,6.46666666666667,6.04347826086957,6.29411764705882,6.15,5.57692307692308,6.17857142857143,5.73333333333333,6.5,5.78947368421053,6.175,6.5,5.80555555555556,6.41666666666667,4.88636363636364,6.36842105263158,6.69047619047619,6,6.63636363636364,5.57894736842105,6.38461538461539,5.34090909090909,6.60526315789474,6.71428571428571,5.95652173913043,6.175,5.875,6.34375,4.80952380952381,6.34615384615385,6.46153846153846,6.5,6.21428571428571,6.73333333333333,6.63888888888889,4.74,0.588235294117647,NA,NA,NA,NA,NA,NA,NA,NA
3.81818181818182,3.22222222222222,3.15909090909091,3,2.19444444444444,2,1.44444444444444,4.34210526315789,4.09375,4.53125,4.175,4.03333333333333,3.6,5,5.72222222222222,5.23529411764706,4.5,5.85714285714286,4.21052631578947,4.94444444444444,4.26086956521739,5.53333333333333,5.78125,5.94444444444444,5.38235294117647,5.5,5.28947368421053,4.68181818181818,5.76923076923077,5.7,5.6875,5.7,5.47058823529412,5.09259259259259,5,6.5,5.84615384615385,6.33333333333333,5.5,6.02380952380952,5.76086956521739,5.16666666666667,6.21875,6.65789473684211,5.47222222222222,5.875,5,5.40476190476191,4.46428571428571,6.08333333333333,5.75,5.88636363636364,6.5,5.71428571428571,6.08333333333333,5.33333333333333,6.55882352941176,6.38461538461539,5.15384615384615,6.11538461538461,5.58695652173913,5.59375,4.675,4.61111111111111,5.47222222222222,4.5,5,5.17647058823529,4.16,3.45454545454545,4.25,5.13157894736842,3.88095238095238,3.52941176470588,3.13636363636364,2.6875,1.61538461538462,3.83333333333333,3.92105263157895,3.66666666666667,3.56818181818182,2.42857142857143,2.96153846153846,0.416666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
